Namespace(beam=5, cpu=False, criterion='cross_entropy', data=['PATH_YOUR_OUTPUT/preprocessed_iwslt14/iwslt14deen'], dataset_impl=None, decoding_iterations=1, decoding_strategy='mask_predict', dehyphenate=False, diverse_beam_groups=-1, diverse_beam_strength=0.5, dynamic_length=False, force_anneal=None, fp16=False, fp16_init_scale=128, fp16_scale_tolerance=0.0, fp16_scale_window=None, gen_subset='test', gold_target_len=False, left_pad_source='True', left_pad_target='False', length_beam=5, lenpen=1, log_format=None, log_interval=1000, lr_scheduler='fixed', lr_shrink=0.1, mask_range=False, match_source_len=False, max_len_a=0, max_len_b=200, max_sentences=20, max_source_positions=1024, max_target_positions=1024, max_tokens=None, memory_efficient_fp16=False, min_len=1, min_loss_scale=0.0001, model_overrides='{}', momentum=0.99, nbest=1, no_beamable_mm=False, no_early_stop=False, no_progress_bar=False, no_repeat_ngram_size=0, num_shards=1, num_workers=0, optimizer='nag', path='DE2EN/checkpoint_best.pt', prefix_size=0, print_alignment=False, quiet=False, raw_text=False, remove_bpe='@@ ', replace_unk=None, required_batch_size_multiple=8, results_path=None, sacrebleu=False, sampling=False, sampling_topk=-1, sampling_topp=-1.0, score_reference=False, seed=1, self_target=False, shard_id=0, skip_invalid_size_inputs_valid_test=False, source_lang=None, target_lang=None, task='translation_self', tbmf_wrapper=False, temperature=1.0, tensorboard_logdir='', threshold_loss_scale=None, unkpen=0, unnormalized=False, upsample_primary=1, user_dir=None, warmup_updates=0, weight_decay=0.0)
| [de] dictionary: 8848 types
| [en] dictionary: 6640 types
| PATH_YOUR_OUTPUT/preprocessed_iwslt14/iwslt14deen test 6750 examples
| ['PATH_YOUR_OUTPUT/preprocessed_iwslt14/iwslt14deen'] test 6750 examples
| loading model(s) from DE2EN/checkpoint_best.pt
S-1267	warum ?
S-4547	aber es wird noch schlimmer .
T-4547	but it gets worse .
H-4547	but it gets even worse .

S-4621	jk : beides .
T-4621	jk : both .
H-4621	jk : both

S-4631	stellen sie die kamera aus .
T-4631	turn the camera off .
H-4631	make the camera .

S-4748	ja . . nun gut .
T-4748	yeah . all right .
H-4748	yeah . all right .

S-4922	ich erschuf eins .
T-4922	so i made one .
H-4922	i created one .

S-5108	als erstes : beschränken .
T-5108	the first : cut .
H-5108	first of all , limitmit . of all , limitmit .

S-5355	nach nur einer reise dorthin .
T-5355	after only one trip .
H-5355	after just one journey there .

S-5356	mein bauchgefühl wieder .
T-5356	my hunches again .
H-5356	my gut feeling again .

S-5407	was kreiert die illusion ?
T-5407	what creates the illusion ?
H-5407	what creates the illusion ?

S-6368	und so war es auch .
T-6368	and so i did .
H-6368	and so it was .

S-318	sehr teure immobilien .
T-318	very expensive real estate .
H-318	very real estate .

S-570	und die hatte ich immer .
T-570	and i always have been .
H-570	and i always had .

S-1224	sieht jemand etwas bestimmtes ?
T-1224	does anyone see anything specific ?
H-1224	does anybody see something ?

S-1314	give pee a chance .
T-1314	give pee a chance .
H-1314	give pee a chance .

S-1333	das ist aber kein schutz .
T-1333	but that &apos;s not protection .
H-1333	but that &apos;s not protection .

S-1381	zum glück nicht , ja ?
T-1381	thankfully , right ?
H-1381	fortunately , not , right ?

S-1412	in china war es anders .
T-1412	it was different in china .
H-1412	it was different in china .

S-1589	man stellt vergleiche an .
T-1589	you make comparisons .
H-1589	you do same .

S-1815	ich meine die seele .
T-1815	what is the soul ?
H-1815	i mean , the soul .

S-1980	was müsste alles getan werden ?
T-1980	what needed to be done ?
H-1980	what would it have have to be done ?

S-2415	das ist echt cool . &quot;
T-2415	this is really cool . &quot;
H-2415	that &apos;s really cool . &quot;

S-2733	und das ist ziemlich erstaunlich .
T-2733	and it &apos;s pretty amazing .
H-2733	and that &apos;s pretty amazing .

S-2814	und warum ist das so ?
T-2814	and why is it true ?
H-2814	and why is that ?

S-2934	ich stimme ihnen völlig zu .
T-2934	i &apos;m totally with you .
H-2934	i agree with you .

S-3107	ja , hier ist es .
T-3107	yes , there it is .
H-3107	yeah , here it is .

S-3133	er hatte die erfahrung gehabt .
T-3133	he had had the experience .
H-3133	he had the experience .

S-3147	es gibt eine alte studie .
T-3147	this is an old study .
H-3147	there &apos;s an old study .

S-3264	dk : 60.000 .
T-3264	dk : 60,000 .
H-3264	dk : 60,000 .

S-3566	ich denke , eher nicht .
T-3566	i don &apos;t think so .
H-3566	i don &apos;t think so .

S-3649	einige sind gekommen und gegangen .
T-3649	some have come and gone .
H-3649	some of them have come and gone .

S-4059	ooh , danke schön .
T-4059	aww , thank you .
H-4059	ooh , thank you very much .

S-4064	werde ich die farbe mögen ?
T-4064	will i like the color ?
H-4064	am i going to like the color ?

S-4111	guten tag , alle zusammen .
T-4111	good afternoon , everybody .
H-4111	good day , everybody together .

S-4149	hier sehen sie die stadt .
T-4149	here you see the city .
H-4149	here you see the city .

S-4194	es hat ihm sehr gefallen .
T-4194	he liked it very much .
H-4194	he really liked it .

S-4383	das tat sie heimlich ,
T-4383	she did it in secret .
H-4383	she did that really tly .

S-4516	und es wurde noch besser .
T-4516	and it even got better .
H-4516	and it got better .

S-4519	eine fast identische struktur .
T-4519	an almost identical structure .
H-4519	an almost identical structure .

S-4565	ist das auch deine meinung ?
T-4565	is that your opinion ?
H-4565	is that your opinion ?

S-4686	das ist eine großartige frage .
T-4686	that &apos;s a great question .
H-4686	that &apos;s a great question question .

S-4691	es hält dich frisch .
T-4691	it keeps you fresh .
H-4691	it keeps you fresh .

S-4808	das ist eine großartige frage .
T-4808	that is a fantastic question .
H-4808	that &apos;s a great question question .

S-4810	mein name ist amit .
T-4810	my name is amit .
H-4810	my name is amit .

S-4834	nur weiter . viel spaß .
T-4834	keep going . have fun .
H-4834	just further . a lot of fun .

S-4884	die antwort darauf ist nein .
T-4884	and the answer is no .
H-4884	the answer to that is no .

S-5160	okay , ein paar mehr .
T-5160	okay , a bit more .
H-5160	okay , a few more .

S-5191	lassen sie mich zusammenfassen .
T-5191	so let me recap .
H-5191	let me summarize .

S-5247	es gab remixe .
T-5247	there were remixes .
H-5247	there were remixing .

S-5249	und dann wurde es international .
T-5249	and then it went international .
H-5249	and then it international .

S-5262	ohhhh .
T-5262	ohhhh .
H-5262	ohhh .

S-5280	er ist mein großvater .
T-5280	he is my grandfather .
H-5280	he &apos;s my grandfather .

S-5388	ist es überhaupt fotografie ?
T-5388	or is it photography ?
H-5388	is it photography at all ?

S-5431	hier ist ein anderes beispiel .
T-5431	so here &apos;s another example .
H-5431	here &apos;s another example .

S-5461	es gibt aber noch etwas .
T-5461	but there &apos;s another thing .
H-5461	but there &apos;s something else .

S-5616	habt ihr diese jungs gesehen ?
T-5616	have you seen these guys ?
H-5616	did you see these guys ?

S-5763	es hat milliarden von denen .
T-5763	there are billions of them .
H-5763	it &apos;s got billions of those .

S-5920	ich werde es nie vergessen .
T-5920	i never will forget it .
H-5920	i &apos;ll never forget .

S-5927	ich werde das nie vergessen .
T-5927	i will never forget it .
H-5927	i &apos;ll never forget that to forget that .

S-5977	wir haben den kontakt verloren .
T-5977	we &apos;ve been disconnected .
H-5977	we &apos;ve lost the contact .

S-6003	es ist nicht unser problem .
T-6003	it &apos;s not our problem .
H-6003	it &apos;s not our problem .

S-6005	es ist nicht unser kampf .
T-6005	it &apos;s not our struggle .
H-6005	it &apos;s not our fight .

S-6034	es wäre unerträglich .
T-6034	i couldn &apos;t bear it .
H-6034	it would be intolerable .

S-6186	krise . tod . katastrophe .
T-6186	crisis . death . disaster .
H-6186	crisis . death . disaster . disaster .

S-6211	und viele menschen vergessen dies .
T-6211	and many people forget this .
H-6211	and a lot of people forget this .

S-6390	ich fühlte mich richtig gut .
T-6390	and i felt really good .
H-6390	i felt really good .

S-6451	und dann passierte es wieder .
T-6451	and then it happened again .
H-6451	and then it happened again .

S-6454	er zeigte immer hier hin .
T-6454	he kept pointing here .
H-6454	he always showed here .

S-6558	es waren immer noch fische .
T-6558	there were still fishes .
H-6558	they were still fish , still fish .

S-6632	wir haben drei hauptgruppen .
T-6632	we have three main groups .
H-6632	we have three main groups .

S-6633	es gibt online-kriminelle .
T-6633	we have online criminals .
H-6633	there are online criminals .

S-6687	privatsphäre muss gegeben sein .
T-6687	privacy is implied .
H-6687	privacy must be given .

S-73	nun , was bedeutet das ?
T-73	now , what does that mean ?
H-73	now , what does that mean ?

S-94	also , was bedeutet das ?
T-94	well , what does that mean ?
H-94	so , what does that mean ?

S-712	sei nicht entmutigt .
T-712	don &apos;t be daunted .
H-712	don &apos;t be disappoinated .

S-860	... seine eigene geschichte erfinden .
T-860	inventing his own narrative .
H-860	invent his own story .

S-1010	wie funktionieren wir menschen eigentlich ?
T-1010	how do we humans actually function ?
H-1010	how do we actually work people ?

S-1037	sie hatten keine massenmedien .
T-1037	they didn &apos;t have mass media .
H-1037	they didn &apos;t have mass media .

S-1394	aber wo sind wir nützlich ?
T-1394	but where are we of use ?
H-1394	but where are we useful ?

S-1561	die arbeit des interpreten .
T-1561	the work of the interpreter .
H-1561	the work of the interpreter .

S-2035	das ist vorbildlich .
T-2035	that &apos;s exemplary .
H-2035	that is .

S-2130	nennen wir ihn ebenfalls don .
T-2130	let &apos;s call him don too .
H-2130	let &apos;s also call it a don .

S-2194	aber was essen deine fische ?
T-2194	but what are your fish eating ?
H-2194	but what do your fish eat ?

S-2259	ich mag diese frage nicht .
T-2259	i don &apos;t love that question .
H-2259	i don &apos;t like that question .

S-2521	zuerst haben wir die bevölkerung .
T-2521	first , we &apos;ve got population .
H-2521	first of all , we have the population .

S-2567	wer wird es sicherstellen ?
T-2567	who &apos;s going to be sure ?
H-2567	who &apos;s going to make it ?

S-2771	was glauben sie passierte nun ?
T-2771	what do you think happened then ?
H-2771	what do you think happened ?

S-2900	er heißt paul offit .
T-2900	his name is paul offit .
H-2900	it &apos;s called paul offit .

S-3271	das gilt nicht für emotionen .
T-3271	that does not hold for emotions .
H-3271	that &apos;s not true of emotions .

S-3457	das spiel ist von 2007 .
T-3457	we made this game in 2007 .
H-3457	the game is from 2007 .

S-3481	ich möchte sie etwas fragen .
T-3481	i want to ask a question .
H-3481	i want to ask you something .

S-3686	ich wollte uns gesund halten .
T-3686	i wanted to keep us healthy .
H-3686	i wanted to keep us healthy .

S-3843	wer sind diese verwandten ?
T-3843	who are these cousins ?
H-3843	who are these relatives ?

S-3983	was geschah also jahre danach ?
T-3983	so what happened years afterward ?
H-3983	so what happened years after that ?

S-4429	ich hatte ein gutes leben .
T-4429	i &apos;ve lived a good life .
H-4429	i had a good life .

S-4440	man sieht das wasser kommen .
T-4440	you can see the water coming .
H-4440	you can see the water coming .

S-4678	das ist die kurzfassung .
T-4678	that &apos;s the two-cent tour .
H-4678	this is the short version .

S-4817	ich wuchs in indien auf .
T-4817	and i grew up in india .
H-4817	i grew up in india .

S-5406	geht es um das licht ?
T-5406	is it something about the light ?
H-5406	is it all about the light ?

S-5655	die sehen dann so aus .
T-5655	they sort of go like this .
H-5655	they then look like this .

S-5950	ich war am boden zerstört .
T-5950	i was devastated .
H-5950	i was destroyed on the ground .

S-5989	das einzige land der welt .
T-5989	the only country in the world .
H-5989	the only country in the world .

S-5996	ich finde das faszinierend .
T-5996	i mean , it &apos;s fascinating .
H-5996	i think that &apos;s fascinating .

S-6000	ich finde das faszinierend .
T-6000	i mean , it &apos;s fascinating .
H-6000	i think that &apos;s fascinating .

S-6464	und glücklicherweise starb er nicht .
T-6464	and fortunately he didn &apos;t die .
H-6464	and fortunately , he didn &apos;t die .

S-6725	ich werde das stoppen .
T-6725	i &apos;m going to stop that .
H-6725	i &apos;m going to stop that .

S-636	warum nicht so darüber denken ?
T-636	why not think about it this way ?
H-636	why not think about that ?

S-955	das sieht man da unten .
T-955	you can see this at the bottom .
H-955	this is what you see down there .

S-1264	das muss man auch verstehen .
T-1264	that &apos;s something we have to understand .
H-1264	you also have to understand that .

S-1656	das kennen die meisten hier .
T-1656	most people here have heard of them .
H-1656	most here know that .

S-2646	wir müssen die nachricht verbreiten .
T-2646	we need to get the message out .
H-2646	we need to spread the message .

S-2970	das wollen sie nicht machen ?
T-2970	you don &apos;t want to do that ?
H-2970	you don &apos;t want to do that ?

S-3436	das klingt verrückt , oder ?
T-3436	now , this sounds crazy , right ?
H-3436	that sounds crazy , right ?

S-4063	wird es meine größe haben ?
T-4063	is it going to be my size ?
H-4063	will it have my size ?

S-4291	sein name ist tempt .
T-4291	this guy &apos;s name is tempt .
H-4291	his name is speed .

S-5180	was schaue ich mir an ?
T-5180	what am i going to look at ?
H-5180	what do i look at ?

S-5666	das ist es in etwa .
T-5666	that &apos;s about all it can do .
H-5666	that &apos;s something in something .

S-5839	aber was machen wir damit ?
T-5839	but what are we doing with it ?
H-5839	but what do we do with ?

S-5853	und dies öffnet eine karte .
T-5853	and it opens up a map .
H-5853	and this opens up a map .

S-6021	wir stoßen ständig aufeinander .
T-6021	we &apos;re constantly running into each other .
H-6021	we &apos;re constantly bumping at each other .

S-6035	es wäre gewissenlos .
T-6035	it would be unconscionable .
H-6035	it would be nodable .

S-6041	wir lieben technologie und kreativität .
T-6041	we love technology . we love creativity .
H-6041	we love technology and creativity .

S-6142	er ging auf und ab .
T-6142	he kept pacing back and forth .
H-6142	he went up and down .

S-6392	eigentlich machte ich zwei fehler .
T-6392	actually , i made two more mistakes .
H-6392	in fact , i made two mistakes .

S-852	das ist felix .
T-852	and this is felix , actually .
H-852	this is felix .

S-1035	die hatten ja keine bücher .
T-1035	they didn &apos;t have books , after all .
H-1035	they didn &apos;t have books .

S-2640	was müssen wir also tun ?
T-2640	so , what do we have to do ?
H-2640	so what do we need to do ?

S-3553	aus konflikten entsteht kreativität .
T-3553	conflict is the genesis of creation .
H-3553	conflicts , creativity comes creativity .

S-3638	oder ist es vielleicht möglich ?
T-3638	or , is it , perhaps , possible ?
H-3638	or may it be possible ?

S-6247	er ist der typ links .
T-6247	he &apos;s the dude on the left .
H-6247	he &apos;s the guy on the left .

S-1318	sie können keine knochen haben .
T-1318	you wouldn &apos;t be able to have bones .
H-1318	you can &apos;t have bones .

S-1392	damit sind wir zu viele .
T-1392	and that means there are too many of us .
H-1392	so we &apos;re too many .

S-1922	wir waren zwanzig leute .
T-1922	we were a group of twenty people .
H-1922	we were 20 people .

S-3348	es klingt vielleicht übel .
T-3348	it might sound like it &apos;s a bad thing .
H-3348	it may sound smart .

S-6200	möglicherweise ist das der wirklichkeit .
T-6200	perhaps instead , of what &apos;s really going on .
H-6200	maybe that &apos;s reality .

S-3480	ich komme nun zum ende .
T-3480	so , i &apos;m going to wrap up now .
H-3480	i &apos;ll come to the end .

S-5227	so sah die grafik aus .
T-5227	this is a chart of what it looked like .
H-5227	this is what the graph looked like .

S-6155	was können wir noch tun ?
T-6155	other than writing a check , what could we do ?
H-6155	what else can we do ? , what else can we do ?

S-1816	was ist die seele ?
T-1816	the soul is something mental , leibniz said .
H-1816	what &apos;s the soul ? ?

S-1850	ich kann alles behaupten .
T-1850	what is decisive , if i &apos;m right , then it &apos;s valid .
H-1850	i can claim everything .

S-1086	wir produzieren nicht mehr selbst .
T-1086	that means that instead of having individual memories , we have standardised , widespread patterns of memories , onto which we can attach our personal memories .
H-1086	we &apos;re not producing producing ourselves anymore .

S-2873	sehr furchteinflößend .
T-2873	very scary .
H-2873	very frightening .

S-4687	frau : überlegene technologie .
T-4687	superior technology .
H-4687	empty technology .

S-4995	die beiden riefen mich an .
T-4995	they called me .
H-4995	they called me .

S-343	aber ich fühlte mich schlechter .
T-343	but i felt worse .
H-343	but i felt worse .

S-843	sie haben es wirklich geliebt .
T-843	they really loved it .
H-843	they really loved it .

S-857	der orangene traktor .
T-857	the orange tractor .
H-857	the orange tractor .

S-1071	was was ist da eigentlich passiert ?
T-1071	what what happened there ?
H-1071	what &apos;s actually there ?

S-1995	und haben sie dann aufgestellt .
T-1995	and then presented .
H-1995	and then they put them up .

S-3039	er funktioniert folgendermaßen :
T-3039	what happens is this .
H-3039	it works like this .

S-3067	das entscheidende aber ist , ...
T-3067	but the point is ...
H-3067	but the key thing is , ...

S-3431	das ist das spannende .
T-3431	this is really exciting .
H-3431	that &apos;s the exciting .

S-3632	wie wäre es mit fitness ?
T-3632	how about fitness ?
H-3632	what about fitness fitness ?

S-3725	diese änderungen sind im kommen .
T-3725	these changes are coming .
H-3725	these changes are coming .

S-5028	der eine ort ist südkorea .
T-5028	one is south korea .
H-5028	the one place is south korea .

S-5546	und das ist noch gar nichts .
T-5546	and that &apos;s nothing .
H-5546	and that &apos;s not nothing yet .

S-6684	ich muss mir keine sorgen machen !
T-6684	why should i worry ?
H-6684	i don &apos;t have worry .

S-291	die antwort ist &quot; ja &quot; .
T-291	and the answer is yes .
H-291	the answer is &quot; yes . &quot;

S-364	sie hätten es besser tun können .
T-364	you could have done better .
H-364	you could have done it better .

S-567	so ungefähr , sie wissen schon .
T-567	like that , you know .
H-567	something like that , you know .

S-657	was ist das für ein ding ?
T-657	and what is that thing ?
H-657	what is that for a thing ?

S-776	dies passierte um weihnachten .
T-776	this happened around christmas .
H-776	this is what happened at christmas .

S-901	so was warum jetzt hacken ?
T-901	so what why hacking ?
H-901	so what are hacking now ?

S-1200	also es ist &apos; n kreis .
T-1200	so it &apos;s a circle .
H-1200	so it &apos;s n circle .

S-1559	macht sie das neugierig ?
T-1559	does that make you curious ?
H-1559	does it make that curious ?

S-1680	das kann man nämlich trainieren .
T-1680	because you can train that .
H-1680	because you can train that .

S-1725	und wie fühlte sich das an ?
T-1725	and how did you feel ?
H-1725	and how did that feel ?

S-1784	meine frau hat sie mir erzählt .
T-1784	my wife told me it .
H-1784	my wife told me .

S-1868	das ist so ein naturding .
T-1868	it &apos;s a natural thing .
H-1868	this is such a natural thing .

S-1884	auch hier haben sie es wieder .
T-1884	here you have it again .
H-1884	again , here you have it again .

S-1901	ich danke ihnen für ihre aufmerksamkeit .
T-1901	thank you for your attention .
H-1901	thank you for your attention .

S-2092	ich habe nur zwei geliebt .
T-2092	i &apos;ve loved only two .
H-2092	i just loved two .

S-2105	es ist fast nichts mehr übrig .
T-2105	there &apos;s almost nothing left .
H-2105	there &apos;s almost nothing left .

S-2113	ich wollte sie unterstützten .
T-2113	i wanted to support them .
H-2113	i wanted to support them .

S-2270	sie wollen die welt ernähren ?
T-2270	want to feed the world ?
H-2270	they want to feed the world ?

S-2749	wer ist am erfolgreichsten ?
T-2749	who does the very best ?
H-2749	who &apos;s most successful ?

S-2847	die gleiche sache , nur größer .
T-2847	same thing , only bigger .
H-2847	the same thing , just bigger .

S-3156	und hier ist eine überraschung :
T-3156	and here is a surprise .
H-3156	and here &apos;s a surprise .

S-3390	und letztendlich , epische bedeutung .
T-3390	finally : epic meaning .
H-3390	and finally , the epic meaning .

S-3563	mal ehrlich - wer ist normal ?
T-3563	now , who &apos;s normal ?
H-3563	once frankly -- who &apos;s normal ?

S-3801	nun , ich war der nächste .
T-3801	well , i was next .
H-3801	well , i was the next one .

S-4158	erste verlängerung , zweite .
T-4158	first overtime , second .
H-4158	first extension , second , second .

S-4162	sie sahen den großen ausschlag .
T-4162	you saw the big peak .
H-4162	they saw the big proposal .

S-4164	und dann gingen alle hinunter .
T-4164	and then everybody moved down .
H-4164	and then everybody went down down .

S-4262	mich ergriff ehrfurcht .
T-4262	i was in awe .
H-4262	i &apos;m with awe .

S-4320	das war der beginn der reise .
T-4320	so that started the journey .
H-4320	that was the beginning of the journey .

S-4445	aber es war sehr traurig .
T-4445	but it was very sad .
H-4445	but it was very sad .

S-4507	und das funktionierte sehr gut .
T-4507	and that worked pretty well .
H-4507	and that worked very well .

S-4657	das ist sehr riskant .
T-4657	that &apos;s very risky .
H-4657	this is very risky . know , it &apos;s very risky .

S-4730	erzählen sie mir von dieser welt .
T-4730	tell me about this world .
H-4730	tell me about this world .

S-4812	und es dauerte 18 monate .
T-4812	and it took 18 months .
H-4812	and it took 18 months .
